Func Code,Function Description,Employment Status,Job Category,Line No,Salary Band,Hispanic/Latino Male,Hispanci/Latino Female,"Non Hispanic/Latino - Male, White","NonHispanic/Latino - Male, Black","NonHispanic/Latino - Male, Asian","NonHispanic/Latino - Male, NHOPI","NonHispanic/Latino - Male, Amer Ind","NonHispanic/Latino - Male, 2+ Races","Non Hispanic/Latino - Female, White","NonHispanic/Latino - Female, Black","NonHispanic/Latino - Female, Asian","NonHispanic/Latino - Female, NHOPI","NonHispanic/Latino - Female, Amer Ind","NonHispanic/Latino - Female, 2+ Races",Total,FY
4,POLICE PROTECTION,2. OTHER THAN FULL-TIME EMPLOYEES,ADMIN SUPPORT,71,,0,5,0,0,1,0,0,0,0,1,4,0,0,0,11,2019
4,POLICE PROTECTION,2. OTHER THAN FULL-TIME EMPLOYEES,SERV/MAINT,73,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019
4,POLICE PROTECTION,2. OTHER THAN FULL-TIME EMPLOYEES,TOTAL OTHER THAN F-T,74,,146,594,104,83,75,1,0,3,224,640,106,1,7,5,1989,2019
4,POLICE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,OFFICIAL/ADM,75,,4,3,13,1,1,0,0,1,13,2,1,0,0,0,39,2019
4,POLICE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,PROFESSIONALS,76,,14,11,36,15,25,0,1,0,31,17,11,0,0,0,161,2019
4,POLICE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,TECHNICIANS,77,,6,1,5,1,1,0,1,0,2,9,1,0,0,1,28,2019
4,POLICE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,PROTECT/SRVCS,78,,504,416,660,243,380,2,3,11,196,415,88,1,5,8,2932,2019
4,POLICE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,PARA-PROF,79,,24,36,11,18,5,0,0,0,15,59,8,0,1,6,183,2019
4,POLICE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,ADMIN SUPPORT,80,,17,136,7,22,15,1,0,1,37,227,22,0,0,3,488,2019
4,POLICE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,SKILLED CRAFT,81,,27,0,31,20,18,1,2,3,0,0,0,0,0,0,102,2019
4,POLICE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,SERV/MAINT,82,,13,14,9,7,3,0,0,1,3,17,2,0,0,0,69,2019
4,POLICE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,TOTAL NEW HIRES,83,,609,617,772,327,448,4,7,17,297,746,133,1,6,18,4002,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,7,55.0-69.9,0,2,0,1,1,0,0,0,0,3,0,0,0,0,7,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,8,70.0 PLUS,134,4,2420,68,30,0,6,3,39,11,8,0,0,2,2725,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,PROFESSIONALS,13,33.0-42.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,PROFESSIONALS,14,43.0-54.9,0,0,0,1,2,0,0,1,0,0,0,0,1,0,5,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,PROFESSIONALS,15,55.0-69.9,15,7,25,11,18,0,0,0,27,27,6,0,0,0,136,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,PROFESSIONALS,16,70.0 PLUS,18,20,99,22,57,0,0,2,89,47,37,0,0,1,392,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,TECHNICIANS,20,25.0-32.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,TECHNICIANS,21,33.0-42.9,296,105,535,129,52,1,5,23,100,75,6,0,1,9,1337,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,TECHNICIANS,22,43.0-54.9,343,194,393,277,64,0,3,3,133,172,16,0,0,3,1601,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,TECHNICIANS,23,55.0-69.9,164,70,246,113,56,0,2,1,64,64,14,0,1,2,797,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,TECHNICIANS,24,70.0 PLUS,59,18,169,32,16,0,1,1,43,21,2,0,0,0,362,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,30,43.0-54.9,362,18,1006,251,87,2,6,11,24,30,4,0,0,0,1801,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,31,55.0-69.9,310,4,910,279,60,0,4,3,10,11,1,0,0,0,1592,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,32,70.0 PLUS,654,10,4411,383,84,2,14,11,14,9,0,0,0,0,5592,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,PARA-PROF,37,33.0-42.9,3,2,3,3,0,0,0,0,1,9,0,0,1,0,22,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,PARA-PROF,38,43.0-54.9,0,2,1,0,0,0,0,0,1,5,1,0,0,0,10,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,PARA-PROF,39,55.0-69.9,2,3,1,0,0,0,0,0,5,9,1,0,0,2,23,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,PARA-PROF,40,70.0 PLUS,0,0,0,2,0,0,0,0,3,2,0,0,0,0,7,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,44,25.0-32.9,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,45,33.0-42.9,10,7,22,13,1,0,0,0,7,13,1,0,0,1,75,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,46,43.0-54.9,8,22,22,9,4,1,0,1,13,40,1,0,0,1,122,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,47,55.0-69.9,17,28,62,14,7,0,0,0,24,48,4,0,3,2,209,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,48,70.0 PLUS,2,3,24,5,1,0,0,0,7,5,0,0,0,0,47,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,53,33.0-42.9,4,0,5,4,1,0,0,0,0,0,0,0,0,0,14,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,54,43.0-54.9,2,0,1,2,1,0,0,0,0,0,0,0,0,0,6,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,55,55.0-69.9,1,0,4,1,0,0,0,0,0,0,0,0,0,0,6,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,56,70.0 PLUS,54,0,218,42,32,0,1,5,1,2,1,0,0,0,356,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,SERV/MAINT,61,33.0-42.9,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,SERV/MAINT,62,43.0-54.9,1,0,4,5,1,0,0,0,0,2,0,0,0,0,13,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,SERV/MAINT,63,55.0-69.9,2,0,4,4,0,0,0,0,0,0,0,0,0,0,10,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,SERV/MAINT,64,70.0 PLUS,6,0,7,4,0,0,0,0,0,0,0,0,0,0,17,2019
5,FIRE PROTECTION,1. FULL-TIME EMPLOYEES,TOTAL FULL TIME,65,,2467,519,10594,1680,575,6,42,65,605,607,103,0,7,23,17293,2019
5,FIRE PROTECTION,2. OTHER THAN FULL-TIME EMPLOYEES,PROFESSIONALS,67,,1,0,22,3,1,0,0,1,13,0,0,0,0,0,41,2019
5,FIRE PROTECTION,2. OTHER THAN FULL-TIME EMPLOYEES,PARA-PROF,70,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2019
5,FIRE PROTECTION,2. OTHER THAN FULL-TIME EMPLOYEES,TOTAL OTHER THAN F-T,74,,1,0,23,3,2,0,0,1,14,0,0,0,0,0,44,2019
5,FIRE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,OFFICIAL/ADM,75,,0,2,5,2,2,0,0,0,2,0,0,0,0,0,13,2019
5,FIRE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,PROFESSIONALS,76,,3,3,19,10,30,0,0,2,17,8,8,0,1,1,102,2019
5,FIRE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,TECHNICIANS,77,,76,31,159,35,14,0,0,8,28,23,2,0,0,4,380,2019
5,FIRE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,PROTECT/SRVCS,78,,79,8,190,42,26,0,1,0,7,9,2,0,0,0,364,2019
5,FIRE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,PARA-PROF,79,,4,4,3,3,3,0,0,0,3,9,2,0,1,1,33,2019
5,FIRE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,ADMIN SUPPORT,80,,8,7,21,14,3,0,0,1,9,19,3,0,0,3,88,2019
5,FIRE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,SKILLED CRAFT,81,,25,0,69,22,16,0,1,5,1,0,0,0,0,0,139,2019
5,FIRE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,SERV/MAINT,82,,4,0,5,4,0,0,0,0,0,1,0,0,0,0,14,2019
5,FIRE PROTECTION,3. NEW HIRES DURING FISCAL YEAR,TOTAL NEW HIRES,83,,199,55,471,132,94,0,2,16,67,69,17,0,2,9,1133,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,7,55.0-69.9,2,2,4,8,1,0,0,1,3,4,0,0,0,0,25,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,8,70.0 PLUS,17,16,101,25,14,0,1,0,52,23,13,0,1,1,264,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,PROFESSIONALS,13,33.0-42.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,PROFESSIONALS,14,43.0-54.9,22,21,29,55,2,0,0,0,21,28,2,0,0,0,180,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,PROFESSIONALS,15,55.0-69.9,15,16,52,42,12,1,0,2,36,26,8,0,1,2,213,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,PROFESSIONALS,16,70.0 PLUS,44,32,197,54,60,0,2,1,128,46,32,1,2,4,603,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,TECHNICIANS,22,43.0-54.9,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,TECHNICIANS,23,55.0-69.9,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,TECHNICIANS,24,70.0 PLUS,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,29,33.0-42.9,8,2,2,2,0,0,0,1,0,0,0,0,0,0,15,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,30,43.0-54.9,57,44,56,57,20,0,1,0,41,47,8,1,0,0,332,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,31,55.0-69.9,11,3,5,6,0,0,0,0,0,2,0,0,0,0,27,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,32,70.0 PLUS,3,0,3,0,0,0,0,0,1,0,0,0,0,0,7,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,PARA-PROF,37,33.0-42.9,0,1,0,2,0,0,0,0,0,2,0,0,0,0,5,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,PARA-PROF,38,43.0-54.9,6,15,16,8,9,0,0,1,12,12,2,0,1,1,83,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,PARA-PROF,39,55.0-69.9,22,44,49,29,10,0,0,0,45,51,15,1,0,3,269,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,PARA-PROF,40,70.0 PLUS,16,31,48,26,6,0,0,2,35,30,9,0,0,0,203,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,45,33.0-42.9,0,1,1,0,0,0,0,0,0,3,0,0,0,0,5,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,46,43.0-54.9,1,6,3,5,0,0,0,0,10,27,1,0,0,0,53,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,47,55.0-69.9,3,11,4,4,1,0,0,0,13,19,1,0,1,1,58,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,48,70.0 PLUS,1,5,4,1,0,0,0,1,7,5,2,0,0,0,26,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,SKILLED CRAFT,54,43.0-54.9,4,0,0,3,0,0,0,0,0,0,0,0,0,0,7,2019
3,PUBLIC WELFARE,OTHER THAN FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,71,,1,,,1,,,,,4,6,1,,,,13,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,SKILLED CRAFT,55,55.0-69.9,16,1,41,16,6,0,1,0,0,1,0,0,0,0,82,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,SKILLED CRAFT,56,70.0 PLUS,22,0,168,15,8,0,0,2,2,0,0,0,0,0,217,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,SERV/MAINT,60,25.0-32.9,2,1,0,2,0,0,0,0,0,2,0,0,0,0,7,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,SERV/MAINT,61,33.0-42.9,91,49,47,190,7,0,0,0,15,89,1,0,0,0,489,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,SERV/MAINT,62,43.0-54.9,108,46,80,177,15,0,1,1,18,72,2,0,1,2,523,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,SERV/MAINT,63,55.0-69.9,36,4,78,24,5,0,0,0,8,4,0,0,0,0,159,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,SERV/MAINT,64,70.0 PLUS,86,25,103,131,2,0,2,4,24,75,1,0,1,1,455,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",1. FULL-TIME EMPLOYEES,TOTAL FULL TIME,65,,595,378,1092,886,178,1,8,16,471,569,97,3,8,15,4317,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",2. OTHER THAN FULL-TIME EMPLOYEES,OFFICIAL/ADM,66,,2,0,0,0,1,0,0,0,1,0,0,0,0,0,4,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",2. OTHER THAN FULL-TIME EMPLOYEES,PROFESSIONALS,67,,17,23,13,18,10,0,0,1,14,16,8,0,0,0,120,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",2. OTHER THAN FULL-TIME EMPLOYEES,PROTECT/SRVCS,69,,395,117,412,127,86,1,2,11,215,48,27,0,0,5,1446,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",2. OTHER THAN FULL-TIME EMPLOYEES,PARA-PROF,70,,6,6,24,4,2,0,0,1,14,7,2,0,0,3,69,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",2. OTHER THAN FULL-TIME EMPLOYEES,ADMIN SUPPORT,71,,2,1,0,1,0,0,0,0,1,7,1,0,0,1,14,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",2. OTHER THAN FULL-TIME EMPLOYEES,SKILLED CRAFT,72,,6,0,33,8,2,0,0,1,1,0,0,0,0,0,51,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",2. OTHER THAN FULL-TIME EMPLOYEES,SERV/MAINT,73,,345,361,119,1244,21,3,17,43,52,1454,15,2,15,39,3730,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",2. OTHER THAN FULL-TIME EMPLOYEES,TOTAL OTHER THAN F-T,74,,773,508,601,1402,122,4,19,57,298,1532,53,2,15,48,5434,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",3. NEW HIRES DURING FISCAL YEAR,OFFICIAL/ADM,75,,5,5,30,9,8,0,0,0,17,1,1,0,0,0,76,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",3. NEW HIRES DURING FISCAL YEAR,PROFESSIONALS,76,,33,39,86,39,15,0,0,1,56,20,16,0,0,4,309,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",3. NEW HIRES DURING FISCAL YEAR,TECHNICIANS,77,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",3. NEW HIRES DURING FISCAL YEAR,PROTECT/SRVCS,78,,119,65,124,74,36,1,0,6,78,68,18,1,0,0,590,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",3. NEW HIRES DURING FISCAL YEAR,PARA-PROF,79,,18,28,54,32,9,0,0,3,33,39,20,0,0,5,241,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",3. NEW HIRES DURING FISCAL YEAR,ADMIN SUPPORT,80,,2,4,1,0,0,0,0,0,0,9,1,0,0,0,17,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",3. NEW HIRES DURING FISCAL YEAR,SKILLED CRAFT,81,,21,1,63,20,6,0,0,4,0,1,0,0,0,0,116,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",3. NEW HIRES DURING FISCAL YEAR,SERV/MAINT,82,,558,654,189,1955,35,4,28,65,93,2502,20,4,25,75,6207,2019
6,"NATURAL RESOURCES, PARKS AND RECREATION",3. NEW HIRES DURING FISCAL YEAR,TOTAL NEW HIRES,83,,756,796,547,2129,109,5,28,79,277,2641,76,5,25,84,7557,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,7,55.0-69.9,2,7,0,3,0,0,0,1,6,8,0,0,0,0,27,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,8,70.0 PLUS,26,48,84,38,48,0,0,4,152,132,48,1,0,5,586,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,PROFESSIONALS,13,33.0-42.9,2,3,2,1,1,0,0,0,1,10,3,0,0,1,24,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,PROFESSIONALS,14,43.0-54.9,21,103,16,46,20,0,0,0,61,243,49,0,6,2,567,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,PROFESSIONALS,15,55.0-69.9,38,127,44,77,58,1,0,4,149,276,107,3,5,11,900,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,PROFESSIONALS,16,70.0 PLUS,94,238,213,111,167,2,1,4,638,772,338,1,4,17,2600,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,TECHNICIANS,21,33.0-42.9,1,5,1,8,3,0,0,0,2,6,0,0,0,0,26,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,TECHNICIANS,22,43.0-54.9,18,16,17,36,25,1,0,6,9,45,24,0,0,2,199,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,TECHNICIANS,23,55.0-69.9,13,13,23,85,35,1,2,0,13,96,21,0,0,4,306,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,TECHNICIANS,24,70.0 PLUS,4,4,10,11,5,0,0,1,5,23,5,0,0,1,69,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,28,25.0-32.9,1,1,0,2,0,0,0,0,0,3,0,0,0,0,7,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,29,33.0-42.9,3,3,1,6,0,0,0,0,0,8,0,0,0,0,21,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,30,43.0-54.9,5,3,6,15,1,0,0,0,1,15,0,0,0,0,46,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,31,55.0-69.9,4,3,0,3,1,0,0,0,1,6,0,0,0,0,18,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,32,70.0 PLUS,1,0,2,1,0,0,0,0,0,1,0,0,0,0,5,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,PARA-PROF,36,25.0-32.9,0,0,0,2,0,0,0,0,0,2,0,0,0,0,4,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,PARA-PROF,37,33.0-42.9,11,42,0,28,1,0,0,1,7,81,2,0,1,6,180,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,PARA-PROF,38,43.0-54.9,5,17,3,7,2,0,2,0,6,23,5,0,1,0,71,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,PARA-PROF,39,55.0-69.9,17,50,13,27,8,0,0,5,21,81,16,1,0,0,239,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,PARA-PROF,40,70.0 PLUS,16,11,5,7,8,0,0,0,22,28,3,0,0,0,100,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,44,25.0-32.9,2,4,0,2,0,0,0,0,0,3,0,0,0,0,11,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,45,33.0-42.9,6,20,8,16,7,0,0,1,6,63,2,0,1,2,132,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,46,43.0-54.9,11,45,5,19,6,0,1,0,12,127,13,0,0,2,241,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,47,55.0-69.9,3,33,1,10,6,0,0,0,6,85,9,0,0,2,155,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,48,70.0 PLUS,1,6,1,2,0,0,0,0,2,18,4,0,0,1,35,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,54,43.0-54.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,55,55.0-69.9,6,0,2,5,0,0,1,1,0,0,0,0,0,0,15,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,56,70.0 PLUS,4,0,26,1,3,0,1,2,0,0,0,0,0,0,37,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,SERV/MAINT,60,25.0-32.9,0,0,0,3,1,0,0,0,0,1,0,0,0,0,5,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,SERV/MAINT,61,33.0-42.9,19,5,2,41,4,0,1,0,1,6,3,0,0,0,82,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,SERV/MAINT,62,43.0-54.9,35,4,10,38,3,0,0,0,2,9,1,0,0,0,102,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,SERV/MAINT,63,55.0-69.9,1,0,1,2,1,0,0,0,0,1,0,0,0,0,6,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,SERV/MAINT,64,70.0 PLUS,4,0,7,8,0,0,0,0,0,0,0,0,0,0,19,2019
8,HEALTH,1. FULL-TIME EMPLOYEES,TOTAL FULL TIME,65,,374,811,504,661,414,5,9,30,1123,2172,653,6,18,56,6836,2019
8,HEALTH,2. OTHER THAN FULL-TIME EMPLOYEES,PROFESSIONALS,67,,5,15,11,4,11,0,1,0,105,37,39,0,1,1,230,2019
8,HEALTH,2. OTHER THAN FULL-TIME EMPLOYEES,TECHNICIANS,68,,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,2019
8,HEALTH,2. OTHER THAN FULL-TIME EMPLOYEES,PARA-PROF,70,,36,133,24,38,51,0,0,2,55,222,100,1,0,7,669,2019
8,HEALTH,2. OTHER THAN FULL-TIME EMPLOYEES,ADMIN SUPPORT,71,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2019
8,HEALTH,2. OTHER THAN FULL-TIME EMPLOYEES,SERV/MAINT,73,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2019
8,HEALTH,2. OTHER THAN FULL-TIME EMPLOYEES,TOTAL OTHER THAN F-T,74,,41,148,35,45,62,0,1,2,160,261,139,1,1,9,905,2019
8,HEALTH,3. NEW HIRES DURING FISCAL YEAR,OFFICIAL/ADM,75,,2,5,11,7,3,0,0,0,22,11,1,0,0,1,63,2019
8,HEALTH,3. NEW HIRES DURING FISCAL YEAR,PROFESSIONALS,76,,53,116,64,72,80,0,0,7,209,285,113,2,7,9,1017,2019
8,HEALTH,3. NEW HIRES DURING FISCAL YEAR,TECHNICIANS,77,,13,11,13,20,24,1,0,3,13,37,15,0,0,3,153,2019
8,HEALTH,3. NEW HIRES DURING FISCAL YEAR,PROTECT/SRVCS,78,,0,1,1,4,0,0,0,0,0,1,0,0,0,0,7,2019
8,HEALTH,3. NEW HIRES DURING FISCAL YEAR,PARA-PROF,79,,29,75,30,52,26,0,2,2,69,127,81,0,1,12,506,2019
8,HEALTH,3. NEW HIRES DURING FISCAL YEAR,ADMIN SUPPORT,80,,3,11,1,4,3,0,0,0,4,20,1,0,0,0,47,2019
8,HEALTH,3. NEW HIRES DURING FISCAL YEAR,SKILLED CRAFT,81,,1,0,6,1,0,0,0,0,0,0,0,0,0,0,8,2019
8,HEALTH,3. NEW HIRES DURING FISCAL YEAR,SERV/MAINT,82,,5,1,0,5,0,0,0,0,0,3,1,0,0,0,15,2019
8,HEALTH,3. NEW HIRES DURING FISCAL YEAR,TOTAL NEW HIRES,83,,106,220,126,165,136,1,2,12,317,484,212,2,8,25,1816,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,6,43.0-54.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,7,55.0-69.9,9,8,23,9,10,0,0,1,12,19,2,0,0,0,93,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,8,70.0 PLUS,29,18,123,65,64,0,0,2,77,33,26,0,0,0,437,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,PROFESSIONALS,13,33.0-42.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,PROFESSIONALS,14,43.0-54.9,19,8,28,36,26,0,0,2,14,9,5,0,0,0,147,2019
